CHEMBL3717291; 0.844; CC1=NC2=C(C3=C(N2)C=CC(O)=C3)C(=N1)N1CCCCC1
CHEMBL3356425; 0.844; CC1=CNC2=NC=NC(N3CCC(C)(CC3)C(=O)NC3=CC=CC(=C3)C(C)(C)C)=C12
CHEMBL3717461; 0.843; CC1CCCCN1C1=NC(N)=NC2=C1C1=C(N2)C=CC(O)=C1
CHEMBL3715052; 0.843; NC1=NC2=C(C3=C(N2)C=CC(O)=C3)C(=N1)N1CCCCC1
CHEMBL3715629; 0.843; NC1=NC2=C(C3=C(N2)C=CC(O)=C3)C(=N1)N1CCCCC1
CHEMBL259265; 0.843; C1N(C2=CC=CC=C2C11CCNCC1)C1=C2C=CNC2=NC=N1
CHEMBL1630789; 0.842; C[C@@H]1CCN(C[C@@H]1N(C)C1=C2C=CNC2=NC=N1)C(=O)NC1=CC(C)=NS1
CHEMBL3718589; 0.840; CC1CCN(CC1)C1=NC(N)=NC2=C1C1=C(N2)C=CC(O)=C1
CHEMBL571502; 0.840; C[C@@H]1CN(CCN1C(=O)NC1=CC=CC(Br)=C1)C1=C2C(C)=CNC2=NC=N1
CHEMBL571942; 0.839; C[C@H]1CN(CCN1C(=O)NC1=CC=CC(Br)=C1)C1=C2C(C)=CNC2=NC=N1
CHEMBL3652310; 0.836; CC1CN(CCN1C)S(=O)(=O)C[C@H]1CC[C@@H](CC1)N(C)C1=C2C=CNC2=NC=N1
CHEMBL3719123; 0.836; OC1=CC2=C(NC3=C2C(NC2CCCCCC2)=NC=N3)C=C1
CHEMBL1630787; 0.835; CCN(CC)C(=O)OC[C@H](C)[C@H]1CC[C@@H](C)[C@H](C1)N(C)C1=C2C=CNC2=NC=N1
CHEMBL3717494; 0.835; CC1CCCN(C1)C1=NC(N)=NC2=C1C1=C(N2)C=CC(O)=C1
CHEMBL570109; 0.834; CC1=CNC2=NC=NC(N3CCC(CC3)C(=O)NC3=CC=CC(OC4=CC=CC=C4)=C3)=C12
CHEMBL3715015; 0.833; NC1=NC2=C(C3=C(N2)C=CC(O)=C3)C(=N1)N1CCCCCC1
CHEMBL3717848; 0.833; OC1=CC2=C(NC3=C2C(=NC=N3)N2CCNCC2)C=C1
CHEMBL3719312; 0.833; NC1=NC2=C(C3=C(N2)C=CC(O)=C3)C(=N1)N1CCC(Br)CC1
CHEMBL3719265; 0.831; CC1=NC2=C(C3=C(N2)C=CC(O)=C3)C(=N1)N1CCCCCC1
CHEMBL583464; 0.831; C[C@H]1CN(CCN1C(=O)NC1=CC=CC(Cl)=C1)C1=C2C(C)=CNC2=NC=N1
CHEMBL572170; 0.829; CC(C)NC(=O)C1=CC(NC(=O)N2CCN(C[C@@H]2C)C2=C3C(C)=CNC3=NC=N2)=CC=C1
CHEMBL3356424; 0.829; CC1=CNC2=NC=NC(N3CCC(CC=C)(CC3)C(=O)NC3=CC=CC(Cl)=C3)=C12
CHEMBL2012587; 0.829; ClC1=CC=CC(=C1)N1CCN(CC1)C1=C2C=CNC2=NC=N1
CHEMBL3655098; 0.828; CN([C@@H]1C[C@@H](C1)NS(=O)(=O)N1CC[C@H](C1)C#N)C1=C2C=CNC2=NC=N1
CHEMBL3658855; 0.828; CN([C@H]1C[C@@H](C1)NS(=O)(=O)N1CCC(C1)C#N)C1=C2C=CNC2=NC=N1
CHEMBL258838; 0.827; CN1CCC2(CN(C3=CC=CC=C23)C2=C3C=CNC3=NC=N2)CC1
CHEMBL3655102; 0.826; CN([C@@H]1C[C@@H](C1)NS(=O)(=O)N1CC(C1)C#N)C1=C2C=CNC2=NC=N1
CHEMBL4283883; 0.825; CN([C@H]1CN(CC11CC1)S(=O)(=O)C1=CC=CC=C1)C1=C2C=CNC2=NC=N1
CHEMBL4227307; 0.824; CN([C@@H]1CCN(C1)S(C)(=O)=O)C1=C2C=CNC2=NC=N1
CHEMBL4285473; 0.822; CCCS(=O)(=O)N1C[C@H](N(C)C2=C3C=CNC3=NC=N2)C2(CC2)C1
CHEMBL570820; 0.821; C[C@H]1CN(CCN1C(=O)NC1=CC=C(F)C(Br)=C1)C1=C2C(C)=CNC2=NC=N1
